protein id,ORIGIN,Protein description,PH7.85R1,PH7.85R2,PH7.85R3,PH8.15R1,PH8.15R2,PH8.15R3,PH8.45R1,PH8.45R2,PH8.45R3,fold1,fold2,Subcellular localization,Biological Process,Cellular Component,Molecular Function,KEGG KO No.,KEGG Gene,KEGG pathway,IPR ID,Domain description
c198380_g1_orf1,coral,len=142  frame:3  start:69  end:494  predicted protein [Nematostella vectensis]&gt;gi|156228565|gb|EDO49363.1| predicted protein [Nematostella vectensis],1.002,0.727,1.283,1.48,1.314,1.009,0.72,0.817,0.634,0.792006311,1.607554123,mitochondria,"GO:0098655 cation transmembrane transport; GO:0034220 ion transmembrane transport; GO:0098660 inorganic ion transmembrane transport; GO:0090662 ATP hydrolysis coupled transmembrane transport; GO:0015988 energy coupled proton transmembrane transport, against electrochemical gradient; GO:0044699 single-organism process; GO:0006818 hydrogen transport; GO:0015992 proton transport; GO:0051234 establishment of localization; GO:0006810 transport; GO:0055085 transmembrane transport; GO:1902578 single-organism localization; GO:0006812 cation transport; GO:0006811 ion transport; GO:0015991 ATP hydrolysis coupled proton transport; GO:1902600 hydrogen ion transmembrane transport; GO:0099132 ATP hydrolysis coupled cation transmembrane transport; GO:0051179 localization; GO:0015672 monovalent inorganic cation transport; GO:0099131 ATP hydrolysis coupled ion transmembrane transport; GO:0098662 inorganic cation transmembrane transport; GO:0044765 single-organism transport; ","GO:0032991 macromolecular complex; GO:0016020 membrane; GO:0033178 proton-transporting two-sector ATPase complex, catalytic domain; GO:0033176 proton-transporting V-type ATPase complex; GO:0043234 protein complex; GO:0098796 membrane protein complex; GO:0044425 membrane part; GO:0016469 proton-transporting two-sector ATPase complex; GO:0033180 proton-transporting V-type ATPase, V1 domain; ","GO:0022804 active transmembrane transporter activity; GO:0042625 ATPase coupled ion transmembrane transporter activity; GO:0015075 ion transmembrane transporter activity; GO:0022853 active ion transmembrane transporter activity; GO:0015399 primary active transmembrane transporter activity; GO:0022892 substrate-specific transporter activity; GO:0044769 ATPase activity, coupled to transmembrane movement of ions, rotational mechanism; GO:0016817 hydrolase activity, acting on acid anhydrides; GO:0015077 monovalent inorganic cation transmembrane transporter activity; GO:0016787 hydrolase activity; GO:0017111 nucleoside-triphosphatase activity; GO:0015078 hydrogen ion transmembrane transporter activity; GO:0022891 substrate-specific transmembrane transporter activity; GO:0046961 proton-transporting ATPase activity, rotational mechanism; GO:0016887 ATPase activity; GO:0015405 P-P-bond-hydrolysis-driven transmembrane transporter activity; GO:0019829 cation-transporting ATPase activity; GO:0016462 pyrophosphatase activity; GO:0042626 ATPase activity, coupled to transmembrane movement of substances; GO:0003824 catalytic activity; GO:0043492 ATPase activity, coupled to movement of substances; GO:0042623 ATPase activity, coupled; GO:0036442 hydrogen-exporting ATPase activity; GO:0016820 hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances; GO:0022890 inorganic cation transmembrane transporter activity; GO:0016818 hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides; GO:0008324 cation transmembrane transporter activity; GO:0005215 transporter activity; GO:0022857 transmembrane transporter activity; ",,,,,
c207834_g1_orf1,coral,len=291  frame:-2  start:3258  end:2386  predicted protein [Nematostella vectensis]&gt;gi|156211198|gb|EDO32320.1| predicted protein [Nematostella vectensis],1.034,1.006,1.113,1.392,1.316,1.281,0.61,0.477,0.678,0.790423665,1.989235127,cytoplasm,GO:0006810 transport; GO:0006813 potassium ion transport; GO:0006812 cation transport; GO:0006811 ion transport; GO:0030001 metal ion transport; GO:0051179 localization; GO:0015672 monovalent inorganic cation transport; GO:0006814 sodium ion transport; GO:0051234 establishment of localization; ,GO:0016020 membrane; GO:0031226 intrinsic component of plasma membrane; GO:0071944 cell periphery; GO:0031224 intrinsic component of membrane; GO:0032991 macromolecular complex; GO:0005887 integral component of plasma membrane; GO:1902495 transmembrane transporter complex; GO:0005623 cell; GO:0090533 cation-transporting ATPase complex; GO:0016021 integral component of membrane; GO:0005886 plasma membrane; GO:0098533 ATPase dependent transmembrane transport complex; GO:1902494 catalytic complex; GO:0044459 plasma membrane part; GO:0044464 cell part; GO:0044425 membrane part; GO:1904949 ATPase complex; GO:0005890 sodium:potassium-exchanging ATPase complex; GO:1990351 transporter complex; ,,,,,,
c211231_g1_orf1,coral,"len=340  frame:-1  start:5439  end:4420  predicted protein [Nematostella vectensis]&gt;gi|156212181|gb|EDO33251.1| predicted protein, partial [Nematostella vectensis]",1.005,1.061,1.042,1.348,1.327,1.275,0.646,0.602,0.67,0.786835443,1.799270073,cytoplasm,,,"GO:0008757 S-adenosylmethionine-dependent methyltransferase activity; GO:0008168 methyltransferase activity; GO:0003824 catalytic activity; GO:0016741 transferase activity, transferring one-carbon groups; GO:0017174 glycine N-methyltransferase activity; GO:0008170 N-methyltransferase activity; GO:0016740 transferase activity; ",,,,IPR029063; ,S-adenosyl-L-methionine-dependent methyltransferase; 
c212425_g1_orf1,coral,len=711  frame:-2  start:3607  end:1475  PREDICTED: integrin alpha-7-like [Hydra vulgaris],0.862,1.143,1.104,1.344,1.337,1.294,0.687,0.669,0.532,0.782138365,1.902012712,peroxisome,GO:0007155 cell adhesion; GO:0022610 biological adhesion; ,GO:0016020 membrane; GO:0098636 protein complex involved in cell adhesion; GO:0031226 intrinsic component of plasma membrane; GO:0071944 cell periphery; GO:0098796 membrane protein complex; GO:0098797 plasma membrane protein complex; GO:0098802 plasma membrane receptor complex; GO:0043235 receptor complex; GO:0032991 macromolecular complex; GO:0008305 integrin complex; GO:0031224 intrinsic component of membrane; GO:0005887 integral component of plasma membrane; GO:0005623 cell; GO:0016021 integral component of membrane; GO:0005886 plasma membrane; GO:0044459 plasma membrane part; GO:0044464 cell part; GO:0044425 membrane part; GO:0043234 protein complex; ,,,,,IPR032695; IPR013649; ,Integrin domain; Integrin alpha-2; 
c207878_g2_orf1,coral,len=292  frame:-2  start:1474  end:599  predicted protein [Nematostella vectensis]&gt;gi|156221926|gb|EDO42776.1| predicted protein [Nematostella vectensis],0.987,1.063,0.982,1.279,1.263,1.344,0.693,0.713,0.685,0.780236747,1.589670014,peroxisome,,,GO:0003824 catalytic activity; GO:0016491 oxidoreductase activity; ,,,,IPR016040; ,NAD(P)-binding domain; 
c201480_g2_orf1,coral,len=557  frame:-3  start:1835  end:165  predicted protein [Nematostella vectensis]&gt;gi|156228305|gb|EDO49104.1| predicted protein [Nematostella vectensis],0.869,0.9,0.946,1.142,1.177,1.204,0.767,0.587,0.556,0.770650014,1.564397906,extracellular,GO:0006508 proteolysis; GO:0008152 metabolic process; GO:0043170 macromolecule metabolic process; GO:0019538 protein metabolic process; GO:0044238 primary metabolic process; GO:0071704 organic substance metabolic process; ,,"GO:0004252 serine-type endopeptidase activity; GO:0004175 endopeptidase activity; GO:0008233 peptidase activity; GO:0003824 catalytic activity; GO:0017171 serine hydrolase activity; GO:0008236 serine-type peptidase activity; GO:0070011 peptidase activity, acting on L-amino acid peptides; GO:0016787 hydrolase activity; ",,,,IPR009003; IPR001254; ,"Peptidase S1, PA clan; Serine proteases, trypsin domain; "
c201897_g1_orf1,coral,len=874  frame:-2  start:2687  end:66  predicted protein [Nematostella vectensis]&gt;gi|156227243|gb|EDO48048.1| predicted protein [Nematostella vectensis],0.9,0.921,1.154,1.255,1.338,1.302,0.816,0.668,0.634,0.763799743,1.57223796,plasma membrane,,,GO:0005515 protein binding; GO:0005488 binding; GO:0046983 protein dimerization activity; ,,,,IPR032394; ,"Anoctamin, dimerisation domain; "
c192568_g1_orf1,coral,len=312  frame:1  start:160  end:1095  predicted protein [Nematostella vectensis]&gt;gi|156210309|gb|EDO31494.1| predicted protein [Nematostella vectensis],0.908,1.034,1.002,1.319,1.26,1.327,0.753,0.643,0.764,0.753712238,1.553240741,extracellular,,,,,,,IPR013320; ,Concanavalin A-like lectin/glucanase domain; 
c201601_g1_orf2,coral,len=245  frame:3  start:3  end:737  hypothetical protein BRAFLDRAFT_282105 [Branchiostoma floridae]&gt;gi|229297426|gb|EEN68062.1| hypothetical protein BRAFLDRAFT_282105 [Branchiostoma floridae],0.887,1.05,1.145,1.476,1.351,1.352,0.576,0.531,0.582,0.737497009,2.173475429,nucleus,,,,,,,IPR027417; ,P-loop containing nucleoside triphosphate hydrolase; 
c211259_g1_orf1,coral,len=630  frame:-3  start:2377  end:488  predicted protein [Nematostella vectensis]&gt;gi|156216301|gb|EDO37241.1| predicted protein [Nematostella vectensis],1.092,1.064,0.82,1.219,1.579,1.446,0.684,0.591,0.498,0.701225259,1.750141004,cytoplasm,,,,,,,IPR024810; ,Mab-21 domain; 
c201751_g1_orf1,coral,len=513  frame:-2  start:1540  end:2  RecName: Full=Uncharacterized skeletal organic matrix protein 2 Short=Uncharacterized SOMP-2 Flags: Precursor [Acropora millepora],0.914,0.995,0.879,1.33,1.438,1.76,0.512,0.647,0.524,0.615724382,1.903743316,extracellular,,,,,,,,
c161354_g1_orf1,coral,len=163  frame:1  start:19  end:507  predicted protein [Nematostella vectensis]&gt;gi|156220033|gb|EDO40907.1| predicted protein [Nematostella vectensis],0.748,0.745,0.727,1.621,1.594,1.544,0.25,,0.367,0.466484556,3.34197731,extracellular,,,,,,,IPR016054; ,Ly-6 antigen/uPA receptor-like; 
c197801_g4_orf1,coral,len=74  frame:1  start:244  end:465  Cytochrome c oxidase subunit 6C,1.319,1.157,1.343,0.99,0.892,0.938,0.859,0.876,0.557,1.354255319,1.522687609,mitochondria,,,"GO:0015075 ion transmembrane transporter activity; GO:0022892 substrate-specific transporter activity; GO:0015077 monovalent inorganic cation transmembrane transporter activity; GO:0016676 oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor; GO:0016675 oxidoreductase activity, acting on a heme group of donors; GO:0015078 hydrogen ion transmembrane transporter activity; GO:0015002 heme-copper terminal oxidase activity; GO:0016491 oxidoreductase activity; GO:0022891 substrate-specific transmembrane transporter activity; GO:0009055 electron carrier activity; GO:0004129 cytochrome-c oxidase activity; GO:0003824 catalytic activity; GO:0022890 inorganic cation transmembrane transporter activity; GO:0008324 cation transmembrane transporter activity; GO:0005215 transporter activity; GO:0022857 transmembrane transporter activity; ",,,,,
c212522_g1_orf1,coral,len=998  frame:-3  start:6741  end:3748  hypothetical protein PTSG_02041 [Salpingoeca rosetta]&gt;gi|326433503|gb|EGD79073.1| hypothetical protein PTSG_02041 [Salpingoeca rosetta],1.357,1.366,1.12,1.13,0.896,0.819,0.773,0.889,0.605,1.350790861,1.59505955,peroxisome,GO:0008152 metabolic process; GO:0005975 carbohydrate metabolic process; GO:0044238 primary metabolic process; GO:0071704 organic substance metabolic process; ,,"GO:0003824 catalytic activity; GO:0005488 binding; GO:0016798 hydrolase activity, acting on glycosyl bonds; GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0004563 beta-N-acetylhexosaminidase activity; GO:0016787 hydrolase activity; GO:0005515 protein binding; GO:0015929 hexosaminidase activity; ",,,,IPR029018; IPR015883; IPR020683; IPR015882; IPR017853; IPR013781; ,"Chitobiase/beta-hexosaminidase domain 2-like; Glycoside hydrolase family 20, catalytic domain; Ankyrin repeat-containing domain; Beta-hexosaminidase, bacteial type, N-terminal; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; "
c175781_g1_orf1,coral,len=189  frame:-3  start:1549  end:983  FK506-binding protein 2 precursor [Salmo salar],1.262,1.259,1.265,0.929,0.938,0.94,0.746,0.806,0.72,1.34877093,1.519806338,cytoplasm,,,,K09569,,,IPR001179; ,FKBP-type peptidyl-prolyl cis-trans isomerase domain; 
c211215_g1_orf1,coral,len=460  frame:-3  start:3782  end:2403  predicted protein [Nematostella vectensis]&gt;gi|156229120|gb|EDO49916.1| predicted protein [Nematostella vectensis],1.234,1.155,1.418,0.949,0.994,0.905,0.604,0.842,0.833,1.336727528,1.545414656,peroxisome,GO:0044712 single-organism catabolic process; GO:0044281 small molecule metabolic process; GO:0044763 single-organism cellular process; GO:0006807 nitrogen compound metabolic process; GO:0044699 single-organism process; GO:0044282 small molecule catabolic process; GO:0044238 primary metabolic process; GO:0044237 cellular metabolic process; GO:0071704 organic substance metabolic process; GO:0046395 carboxylic acid catabolic process; GO:1901575 organic substance catabolic process; GO:0008152 metabolic process; GO:1901565 organonitrogen compound catabolic process; GO:0006520 cellular amino acid metabolic process; GO:0044710 single-organism metabolic process; GO:0019752 carboxylic acid metabolic process; GO:0016054 organic acid catabolic process; GO:0044248 cellular catabolic process; GO:0009063 cellular amino acid catabolic process; GO:0006082 organic acid metabolic process; GO:0009987 cellular process; GO:0009056 catabolic process; GO:0043436 oxoacid metabolic process; GO:1901564 organonitrogen compound metabolic process; ,,,,,,IPR013341; IPR029065; IPR029017; IPR013342; ,"Mandelate racemase/muconate lactonizing enzyme, N-terminal domain; Enolase C-terminal domain-like; Enolase N-terminal domain-like; Mandelate racemase/muconate lactonizing enzyme, C-terminal; "
c191862_g1_orf1,coral,len=286  frame:2  start:65  end:922  hypothetical protein NEMVEDRAFT_v1g248552 [Nematostella vectensis]&gt;gi|156208598|gb|EDO30051.1| predicted protein [Nematostella vectensis],1.18,1.128,1.407,0.922,0.966,0.9,0.749,0.889,0.734,1.332496413,1.457419899,cytoplasm,,,GO:0005515 protein binding; GO:0005488 binding; ,,,,IPR011333; IPR000210; ,SKP1/BTB/POZ domain; BTB/POZ domain; 
c191392_g1_orf1,coral,len=136  frame:1  start:1  end:408  PREDICTED: barrier-to-autointegration factor-like [Crassostrea gigas]&gt;gi|762165060|ref|XP_011420850.1| PREDICTED: barrier-to-autointegration factor-like [Crassostrea gigas]&gt;gi|405947710|gb|EKC17884.1| Barrier-to-autointegration factor [Crassostrea gigas],1.199,1.238,1.304,0.928,0.929,0.965,0.685,0.822,0.756,1.325655563,1.533362793,extracellular,,,GO:0097159 organic cyclic compound binding; GO:1901363 heterocyclic compound binding; GO:0003677 DNA binding; GO:0005488 binding; GO:0003676 nucleic acid binding; ,,,,,
c206427_g1_orf1,coral,len=506  frame:-2  start:2190  end:673  hypothetical protein LOTGIDRAFT_154256 [Lottia gigantea]&gt;gi|556100518|gb|ESO89170.1| hypothetical protein LOTGIDRAFT_154256 [Lottia gigantea],1.111,1.033,1.027,1.112,0.718,0.682,0.6,0.755,0.711,1.262340764,1.535333979,extracellular,,,,,,,,
c202706_g1_orf1,coral,len=501  frame:-2  start:2317  end:815  hypothetical protein C006-G8 [Acropora millepora],1.198,1.348,1.28,0.927,0.997,1.111,0.868,0.69,0.702,1.26062603,1.57300885,endoplasmic reticulum,,,,,,,IPR011256; ,"Regulatory factor, effector binding domain; "
c42393_g1_orf1,coral,len=209  frame:-1  start:628  end:2  PREDICTED: uncharacterized protein LOC100889820 [Strongylocentrotus purpuratus],1.172,1.354,1.076,0.946,0.952,0.978,0.908,0.849,0.609,1.252433936,1.426880811,extracellular,,,,K14300,NUP133; nuclear pore complex protein Nup133,ko03013 RNA transport; ,IPR029058; ,Alpha/Beta hydrolase fold; 
c204549_g1,coral,len=234  start:1119  end:1820 minus strand,1.233,1.309,1.081,0.987,0.968,1.018,0.764,0.889,0.737,1.218634376,1.412970711,cytoplasm,,,,,,,IPR002181; IPR014716; ,"Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain; Fibrinogen, alpha/beta/gamma chain, C-terminal globular, subdomain 1; "
c198171_g1_orf1,coral,len=183  frame:1  start:1  end:549  PREDICTED: trafficking protein particle complex subunit 2-like [Aplysia californica]&gt;gi|524868759|ref|XP_005091179.1| PREDICTED: trafficking protein particle complex subunit 2-like [Aplysia californica]&gt;gi|871211203|ref|XP_012945021.1| PREDICTED: trafficking protein particle complex subunit 2-like [Aplysia californica],1.208,1.146,1.331,1.157,0.841,1.076,0.645,0.75,0.783,1.198763826,1.668503214,cytoplasm,GO:0006810 transport; GO:0046907 intracellular transport; GO:0051649 establishment of localization in cell; GO:0016192 vesicle-mediated transport; GO:0048193 Golgi vesicle transport; GO:0051179 localization; GO:0006888 ER to Golgi vesicle-mediated transport; GO:0051641 cellular localization; GO:0051234 establishment of localization; ,GO:0005623 cell; GO:0005622 intracellular; GO:0044464 cell part; ,,,,,IPR011012; ,Longin-like domain; 
c207687_g1_orf1,coral,len=555  frame:-2  start:1908  end:244  predicted protein [Nematostella vectensis]&gt;gi|156229049|gb|EDO49845.1| predicted protein [Nematostella vectensis],1.117,1.217,1.249,1.153,0.966,0.916,0.767,0.819,0.76,1.180560132,1.542625746,mitochondria,GO:0008152 metabolic process; GO:0005975 carbohydrate metabolic process; GO:0044238 primary metabolic process; GO:0071704 organic substance metabolic process; ,,"GO:0004563 beta-N-acetylhexosaminidase activity; GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0016787 hydrolase activity; GO:0003824 catalytic activity; GO:0016798 hydrolase activity, acting on glycosyl bonds; GO:0015929 hexosaminidase activity; ",,,,IPR029018; IPR015883; IPR029019; IPR017853; IPR013781; ,"Chitobiase/beta-hexosaminidase domain 2-like; Glycoside hydrolase family 20, catalytic domain; Beta-hexosaminidase, eukaryotic type, N-terminal; Glycoside hydrolase superfamily; Glycoside hydrolase, catalytic domain; "
c193778_g1_orf1,coral,len=102  frame:1  start:277  end:582  PREDICTED: SH3 domain-binding glutamic acid-rich-like protein 3 [Ciona intestinalis],1.107,1.263,1.18,1.037,1.028,0.973,0.778,0.659,0.733,1.168531929,1.603686636,"cytoplasm,nucleus",GO:0050794 regulation of cellular process; GO:0042592 homeostatic process; GO:0065008 regulation of biological quality; GO:0050789 regulation of biological process; GO:0045454 cell redox homeostasis; GO:0044763 single-organism cellular process; GO:0019725 cellular homeostasis; GO:0044699 single-organism process; GO:0009987 cellular process; GO:0065007 biological regulation; ,,"GO:0015035 protein disulfide oxidoreductase activity; GO:0016667 oxidoreductase activity, acting on a sulfur group of donors; GO:0015036 disulfide oxidoreductase activity; GO:0009055 electron carrier activity; GO:0003824 catalytic activity; GO:0016491 oxidoreductase activity; ",,,,IPR002109; IPR012336; ,Glutaredoxin; Thioredoxin-like fold; 
